START LOG +++++++++++++++++
> 07/07/2022 10:42:35
-----------------------
38 | 1987
39 | 5212
40 | 181
41 | 800
42 | 5491
43 | 5237
44 | 5331
45 | 3796
46 | 697
47 | 4233
48 | 209
49 | 2096
50 | 3841
51 | 3260
52 | 2401
53 | 341
54 | 3398
55 | 1769
56 | 2338
57 | 1754
58 | 5368
59 | 2898
60 | 2120
61 | 2084
62 | 5013
63 | 965
64 | 5174
65 | 1125
66 | 2288
67 | 1483
68 | 3109
69 | 3367
70 | 3384
71 | 3411
72 | 4488
73 | 1597
74 | 2784
75 | 288
76 | 3584
77 | 2548
78 | 5209
79 | 1290
80 | 4732
81 | 3496
82 | 2080
83 | 905
84 | 2614
85 | 4414
86 | 1048
87 | 155
88 | 1451
89 | 4057
90 | 1491
91 | 4301
92 | 866
93 | 1820
94 | 4799
95 | 283
96 | 3739
97 | 5311
98 | 5232
99 | 886
100 | 1344
101 | 1913
102 | 2368
103 | 1117
104 | 1209
105 | 5233
106 | 3932
107 | 1789
108 | 3318
109 | 1146
110 | 4709
111 | 2408
112 | 1257
113 | 3611
114 | 3852
115 | 4905
116 | 4692
117 | 465
118 | 3155
119 | 1798
120 | 4644
121 | 2418
122 | 1928
123 | 2933
124 | 4887
125 | 4408
126 | 4369
127 | 382
128 | 495
129 | 1439
130 | 56
131 | 3575
132 | 2154
133 | 4385
134 | 5408
135 | 5051
136 | 3396
137 | 5394
138 | 1995
139 | 3074
140 | 4861
141 | 3134
142 | 5097
143 | 250
144 | 1702
145 | 2418
146 | 2673
147 | 4896
148 | 2445
149 | 415
150 | 1566
END LOG ----------------
